 6          puzzle size (rows and columns)
 4   6      # border colours  # inside colours
Top Rgt Bot Lft
 0  3  1  0
 0  4  2  0
 0  3  3  0
 0  2  4  0
 0  3 10  4
 0  4  7  1
 0  3  9  2
 0  3  5  3
 0  2 10  3
 0  1  6  4
 0  1  7  2
 0  2  7  2
 0  2 10  1
 0  2  9  3
 0  1  8  4
 0  4  6  2
 0  1  9  1
 0  4  8  3
 0  1  8  1
 0  4  5  4
 5  5  6 10
 6  6  7  9
10 10  8  6
 9  7  7  6
 6  6  9  5
 8  7  8  5
 8 10 10  9
 9  6  7  8
 7 10  8  7
 7  7  5 10
 6  8  9  5
 5  5  9 10
10  5  7  5
 9  9  6  8
 6  9  9  6
 7  8  8  8
