 6          puzzle size (rows and columns)
 4   6      # border colours  # inside colours
Top Rgt Bot Lft
 0  1  4  0
 0  1  3  0
 0  1  2  0
 0  4  3  0
 0  2  5  3
 0  3  7  4
 0  4  7  1
 0  3  9  2
 0  4  6  1
 0  3  8  3
 0  3 10  2
 0  4  8  1
 0  2  9  4
 0  1  8  1
 0  2  9  3
 0  3  6  2
 0  4  8  4
 0  1  9  1
 0  2  5  2
 0  2  5  4
10 10  5  9
 7  9  8  9
 7  9  7  5
 8  5  7  8
 7  8  7  7
 5  6  6  7
 8  7  6  9
 9  9  9  6
 6  5  7  5
 5  8  9 10
 7  5  9  6
10  6  6 10
 8 10  6  8
 7 10 10  8
 6  6 10  8
 6  5 10 10
