 6          puzzle size (rows and columns)
 4   6      # border colours  # inside colours
Top Rgt Bot Lft
 0  4  1  0
 0  3  4  0
 0  4  3  0
 0  4  2  0
 0  3  6  3
 0  3  8  1
 0  2  6  2
 0  4  7  2
 0  1  8  1
 0  3  5  2
 0  1 10  1
 0  1  8  4
 0  2  9  4
 0  1  7  4
 0  4  5  1
 0  1  6  2
 0  3  8  4
 0  2  7  3
 0  2  6  3
 0  2  5  3
 7  7  8  9
 5  6 10  8
 7  6  7 10
 6  9  9  5
 8  6  9  6
 5  8  7 10
 8  9  5 10
10  8  7  9
 9 10  8  9
 9  7 10  8
 9 10  6  6
 8  5  5  6
10  8  6  7
 7  7  5  7
 6  9 10  9
 5 10  9  5
