 6          puzzle size (rows and columns)
 4   6      # border colours  # inside colours
Top Rgt Bot Lft
 0  4  1  0
 0  1  4  0
 0  2  3  0
 0  2  1  0
 0  1  7  3
 0  4  5  1
 0  4 10  1
 0  1  5  4
 0  3  8  2
 0  3  5  4
 0  4  9  2
 0  2 10  2
 0  2  8  2
 0  3 10  3
 0  4  6  3
 0  3  7  1
 0  2  7  3
 0  3  8  4
 0  1 10  4
 0  1  9  2
 6  9 10  9
 6  6  6  9
 8  6  7  8
10  5  9  6
 5 10  6  6
 8  7  6  7
 5  5  8  5
 5  7 10 10
10  8  8  7
 6  5 10  8
 7  9  9  7
 7  9  5  6
 9  8  8  9
 9  7  7 10
 6  6  5  9
 8  9  8  7
