 6          puzzle size (rows and columns)
 2   6      # border colours  # inside colours
Top Rgt Bot Lft
 0  2  2  0
 0  1  2  0
 0  2  1  0
 0  1  1  0
 0  1  6  1
 0  1  4  2
 0  1  8  2
 0  2  4  1
 0  2  8  2
 0  1  7  2
 0  1  5  2
 0  2  8  1
 0  2  4  2
 0  2  6  1
 0  2  3  2
 0  2  7  1
 0  1  5  1
 0  1  4  1
 0  1  6  2
 0  2  5  1
 8  6  6  6
 5  6  3  4
 6  5  4  4
 5  6  4  3
 3  7  7  8
 5  5  3  7
 7  7  4  4
 4  5  8  7
 8  7  8  5
 4  4  8  7
 3  5  3  6
 4  6  8  3
 3  7  5  7
 7  3  5  8
 6  3  3  5
 7  8  6  6
