 6          puzzle size (rows and columns)
 2   6      # border colours  # inside colours
Top Rgt Bot Lft
 0  1  1  0
 0  2  2  0
 0  2  1  0
 0  1  2  0
 0  1  8  2
 0  2  7  1
 0  2  3  2
 0  1  5  2
 0  1  3  1
 0  2  4  2
 0  2  6  2
 0  1  5  1
 0  1  6  2
 0  2  4  1
 0  2  8  1
 0  1  4  2
 0  2  8  2
 0  1  7  1
 0  1  4  1
 0  2  3  1
 5  3  4  6
 6  7  8  4
 7  7  3  5
 4  4  7  5
 7  3  6  7
 8  6  3  3
 8  5  7  8
 4  4  5  4
 6  6  5  3
 7  5  8  6
 7  7  5  3
 3  6  8  6
 5  8  6  5
 5  8  7  4
 6  4  8  6
 5  3  4  7
