 8          puzzle size (rows and columns)
 5   8      # border colours  # inside colours
Top Rgt Bot Lft
 0  3  2  0
 0  1  4  0
 0  5  3  0
 0  4  1  0
 0  1  7  5
 0  5  7  4
 0  1 13  3
 0  4 13  3
 0  5 13  2
 0  4 12  3
 0  3  8  4
 0  3  9  4
 0  2 10  4
 0  1 12  2
 0  4  7  1
 0  2 11  4
 0  2 13  5
 0  1  8  3
 0  2 10  5
 0  5 13  1
 0  3 11  1
 0  2  6  2
 0  5 12  2
 0  3 13  5
 0  4 10  1
 0  2  9  5
 0  3 10  3
 0  4  6  2
 6  6  7  9
10 11  8  8
 6 10  6  6
11 11  9  6
 7 13 10  7
11 12  7 10
 9 11 12 13
10  7 12  8
11  8  6  6
 6  9 10 13
 7 11 10  7
10 13  6  7
 8  8  6 11
12  6 13  8
 9  8 10  9
13 12  6 11
10  6 13 12
13 12  9 12
12 13 13 11
10 13 13  7
 9 10 11  8
 8 11  8 10
 7 13 12 12
11  7 10  9
 9 12  9  9
13  9  9 11
 6  7 11  9
 7  9  7 12
12  8  8 11
10  6  8 12
 6  9 11 11
 7  8 12  7
10  7 12  6
 8  9 10  9
 8  9  7  7
 8  8 10  8
