 8          puzzle size (rows and columns)
 5   8      # border colours  # inside colours
Top Rgt Bot Lft
 0  4  4  0
 0  1  1  0
 0  4  1  0
 0  5  3  0
 0  1 11  3
 0  5  7  3
 0  3 13  3
 0  2  8  2
 0  3  7  5
 0  3  9  2
 0  3 12  2
 0  4 13  1
 0  5 10  2
 0  4 10  3
 0  1 12  4
 0  1  7  2
 0  3  9  5
 0  5  8  4
 0  2  7  3
 0  2  9  5
 0  1 11  1
 0  3 11  1
 0  2 11  4
 0  2  6  5
 0  4  8  2
 0  5 10  4
 0  2 10  4
 0  4 12  5
12 13  9  6
 6 13  8 11
 8 13 10  6
10 12 11  8
 8 12  8 10
12 12 13 12
 9  8 13 11
13  9  8  7
 6  9  9 10
 9 11  6  8
12 11 12 12
 7  9 10  6
 7 10 13  9
11  8 13  9
13  8  7  9
 8  6  8 10
10  9  6  7
 6  7  9  7
 8  7  6 13
 8  6 13  9
 8  6  6 12
13 11  7  6
13  7 11  7
13  6 11  9
10  8  9 12
11  7 10  7
11  6 11 10
 6 10 12 13
12  6  7 11
 9 11 12  7
12  7 13 12
10 10 10  8
 9 10 10  6
13  9  8 11
 7  8 12 11
13  7 10  9
