 8          puzzle size (rows and columns)
 5   8      # border colours  # inside colours
Top Rgt Bot Lft
 0  3  1  0
 0  3  5  0
 0  4  5  0
 0  4  3  0
 0  1 10  5
 0  2 11  4
 0  4  7  3
 0  3 12  2
 0  4  9  1
 0  5 10  1
 0  4  9  4
 0  5 12  5
 0  1 12  2
 0  3 10  3
 0  1  8  2
 0  5 12  1
 0  2  8  3
 0  5 13  4
 0  1  7  5
 0  2  9  2
 0  3  8  4
 0  2  8  4
 0  5 11  3
 0  3  6  1
 0  2 13  4
 0  1  6  2
 0  4 11  3
 0  2  7  2
 7 12  8 10
 9  9 11  7
13  7 13  6
 8  9  6  7
 9  6 12 13
 7 10  6 12
12 13 13 10
12  7  8  6
 6 10 12 12
11 12 12 12
11 13  8  9
12  6  9 13
13  8  6  6
 8  7 11  9
 7  8 11 10
 8 13  7  8
13  9  6  9
 6 10 13 12
13  7  6 10
 8  6 11 10
11 10  7 10
11  8 12 13
11 12 10 11
13  6 13 11
12 10  6 11
 6 11  9  7
 6 10  8 12
 9 11  8 10
10  7 11  7
10  7  9  9
 9 10  8  8
 6  9 13  8
 9 11 10 10
 7  8  8  7
 9  9  7 11
13 13  9  7
