 8          puzzle size (rows and columns)
 5   8      # border colours  # inside colours
Top Rgt Bot Lft
 0  1  4  0
 0  5  2  0
 0  3  5  0
 0  3  2  0
 0  2  7  1
 0  1 11  4
 0  2  8  4
 0  3  9  3
 0  3  6  3
 0  2 13  5
 0  1 11  5
 0  4  6  1
 0  4  9  4
 0  1 13  3
 0  3 13  1
 0  4  9  1
 0  4  6  3
 0  5 11  3
 0  2  6  2
 0  5  7  3
 0  4 11  5
 0  2 13  2
 0  5 13  1
 0  4 12  2
 0  2  7  4
 0  3 10  5
 0  1  9  4
 0  5 13  2
 6  6  6  8
 7 10  9  9
13  9  9 10
12  6 11 10
10  9  8  8
10  8 11  6
12  8 12 11
 7  8  6  7
 6 13 12  8
11 11  7 12
12 10 10  9
12  6 13  6
11 12 13  7
 6 11 13  6
 9  9  9 13
 8  7 10  8
12  7 12 11
13 10  8  8
 9 13  6  9
 7 10 11 10
13 13  7  7
12 10  6  9
 8  8 10  8
 6 10 11 13
 8 11 12  9
 7  7  8 11
12  6 10 10
10 12  7 12
10 11  6 11
13  7  8 11
 9  7 12  8
 8 12 10 10
 9  8 12  7
 7 11  9 10
13  9 13 12
 7  8  7  9
