 8          puzzle size (rows and columns)
 5   8      # border colours  # inside colours
Top Rgt Bot Lft
 0  1  4  0
 0  1  1  0
 0  4  5  0
 0  3  4  0
 0  5 11  2
 0  4 13  1
 0  4  7  4
 0  5 10  3
 0  4 11  2
 0  3  6  2
 0  2 13  3
 0  2 13  5
 0  1  9  5
 0  5  9  3
 0  2 10  5
 0  4 12  5
 0  3 10  4
 0  3  6  1
 0  2  7  2
 0  3  8  1
 0  1  8  3
 0  5  7  2
 0  2 13  4
 0  3 10  3
 0  5  8  1
 0  2 12  2
 0  4  9  4
 0  1 10  3
10 10  6  7
11 11  8  9
 8  7 13  9
 9 12  7 13
11  8  9  6
 6 10 12  8
13 12 11 10
 8  9  8 13
13  6  9 11
 9  8 13 12
 8 11  6  7
 6  8 10 12
11  7  9  6
12  9 13  8
 9  6 13 10
12  9  6  6
11 10 11  9
 7 13  8  8
 8 10  7 10
 9 13 11 13
13 12 10 12
 6 10 11  6
 9  6 10 11
 7 10 12 11
11 11  9  8
 8 12 12 12
12  6  7 10
 9 13 12 10
 7  7  9 10
 7  7 13 11
 8  7  6  7
 6  8  8  7
13  9  9 11
10 11  7 12
13 12  6  7
 8 12  7  6
