 8          puzzle size (rows and columns)
 5   8      # border colours  # inside colours
Top Rgt Bot Lft
 0  3  3  0
 0  3  1  0
 0  3  4  0
 0  4  1  0
 0  5  7  5
 0  4 12  2
 0  4  7  4
 0  3  6  3
 0  3  7  2
 0  2 13  5
 0  1  8  2
 0  4 13  4
 0  1  9  2
 0  5  9  4
 0  2 10  3
 0  3  6  1
 0  5 11  2
 0  1  8  3
 0  2  8  5
 0  5 13  1
 0  2  9  4
 0  1 13  5
 0  4  9  4
 0  2  7  3
 0  2  6  3
 0  1 10  2
 0  5  9  1
 0  4  6  5
10  7  7  9
 8 11 10  9
12  6 12 10
11  9  8  8
12 11 13  9
12  7  9  8
13  9 13 10
 7  7  8 12
10  9 12  7
12 12 13  9
10 10  8  9
13  6  7  8
 8 10 11 11
 8 12 10  6
 8  8 11 12
13 13 11  7
 7  6  8 13
10 12  8  8
 7  8 13  9
11 10  6  9
 6  9 10 10
 8 11 11 10
11 10 12  7
 6  8 11 12
 8  6  6  6
 6 10 10 11
13 11  6 11
13 13 12 11
11  9 12  7
12  7 12 10
12  7  6  7
 8  7  6  9
11  7 11 13
10  9 13  6
13  9 12 13
 6  9  7 10
