 8          puzzle size (rows and columns)
 5   8      # border colours  # inside colours
Top Rgt Bot Lft
 0  3  3  0
 0  3  5  0
 0  2  5  0
 0  1  2  0
 0  1  7  3
 0  1  6  1
 0  4 10  2
 0  4  8  5
 0  5 13  4
 0  2  6  3
 0  2 13  3
 0  3 11  1
 0  3 13  2
 0  1 11  2
 0  5 10  4
 0  4  7  3
 0  2  9  4
 0  2  8  1
 0  5  7  5
 0  4 13  1
 0  2 10  3
 0  4  7  2
 0  5  9  4
 0  4 12  4
 0  3 10  5
 0  5  9  1
 0  1  6  4
 0  3  8  2
 7  9 11 10
10  7  8 12
12  8 11 10
 8  8 12  8
11 11 13  7
10 10  6  7
13 10  7 12
12  9 13 11
13 10 10  6
 6 11  8 12
 8  7 12  9
 9 11 10 11
 7 12  8  8
13 12  9  9
 6  9 13  7
 9  8  9  7
 7  9 10  8
13 12 10 12
 7 11 11  9
 7 10 12 13
 9 10 13 11
12 11  9 11
10 13  6  6
11  8 13  6
 8  7  6 13
12  6  6 11
 8  7 13  8
 8  9  9 10
10  6 12 12
11 11  7 10
 6 11  8 10
 9 12  7  9
12  6 13  6
13  6  7  6
 6  7 12  9
13  9  8  8
