 8          puzzle size (rows and columns)
 5   8      # border colours  # inside colours
Top Rgt Bot Lft
 0  1  4  0
 0  3  4  0
 0  3  3  0
 0  1  2  0
 0  3  9  3
 0  5  8  3
 0  5  9  2
 0  3  8  3
 0  2  8  5
 0  4  7  4
 0  1 12  1
 0  4 13  5
 0  4 13  4
 0  4  6  1
 0  4 12  4
 0  2  7  1
 0  1 10  5
 0  5 10  2
 0  4 10  3
 0  3  6  1
 0  2  7  5
 0  5 11  2
 0  2  6  4
 0  2 11  3
 0  2  7  2
 0  1 12  2
 0  5  7  1
 0  3 11  5
11  8 10  9
 8  8  9  8
 6  6 11 12
 7  9 12 10
11 10 13  8
 7 12 12 11
13  8  6  6
 9 10  8 13
11 10  6 13
10 10 11  8
11  9  6 11
 7 10  6  7
10  6  9  8
 9 10 13 11
 6 12  8  8
 7 11  9  9
 9 12  9  9
12 10 11 10
 7 11  6 11
13 13 10  9
 7  8  9 12
 8  8  7 10
 7 13 13 12
 6 13 12 11
 8 13 11  6
12  7  7 12
13 13  6 13
 9 12  7  9
 8 12 13 10
 9  7 12  8
 6 13  8 10
12  9  7 10
10  7  6 13
 9  9  7  7
 6 11  6  8
13 12 10 11
