 8          puzzle size (rows and columns)
 5   8      # border colours  # inside colours
Top Rgt Bot Lft
 0  3  4  0
 0  5  2  0
 0  1  4  0
 0  1  5  0
 0  5 12  4
 0  4 10  2
 0  3 11  1
 0  3  9  5
 0  2 13  1
 0  5  7  3
 0  1 11  5
 0  1 12  2
 0  5 12  2
 0  4  6  2
 0  2 10  3
 0  4  6  5
 0  3  9  3
 0  2 10  4
 0  2 12  2
 0  3 11  4
 0  4  8  3
 0  4 10  1
 0  5  8  1
 0  4 11  3
 0  2  9  1
 0  3 10  5
 0  2  8  3
 0  1  7  4
13  9  9 11
10  7  6 13
 7 12 10 11
 6 11 12  6
 7  7 12  8
12  9  9  6
 8  8 11  9
 9  6 13 12
11  9  8 10
12 10  9 13
 8  8  8  6
 7 11 11 12
 8 11 10  8
10 13 13 12
13 11  6  7
13  6  7  7
13  9 12  9
 9  6 10 11
 9 13  8  7
 9 12 13  6
 7 13  6  8
13 11  8 10
13 10 10 13
 6  6 13  6
12  7  7 10
11 12  7  8
12 11  7  7
11 12 12  9
10  8 10  9
 8  9  7  9
11 10 10 11
 8  8  9  6
 6  8 12  9
 7 13  7 10
10  6 13  7
 7  6 13  8
