 8          puzzle size (rows and columns)
 5   8      # border colours  # inside colours
Top Rgt Bot Lft
 0  1  5  0
 0  3  2  0
 0  4  1  0
 0  5  1  0
 0  1  9  3
 0  2  9  3
 0  4 11  2
 0  3  8  1
 0  3 12  4
 0  3  8  4
 0  4  7  2
 0  2 12  3
 0  2 13  5
 0  5  7  4
 0  2 10  4
 0  3  7  2
 0  5 13  3
 0  5 10  1
 0  4  8  5
 0  2  9  5
 0  3 10  3
 0  1  9  4
 0  4  7  1
 0  1 10  4
 0  2 13  2
 0  4 12  2
 0  1  7  3
 0  5  6  5
11  9  9 12
12 12  6  6
 9  7 11 12
10  8  8  8
13  6  6  8
 6  8  6  6
13 10  7  7
 6 13  7  9
 9 12 10  8
13 13  9 11
 6 11 12 11
 6  7 10  9
10 11 11 10
10  7 13  9
 6 12 13 13
11  7 11  8
 7 11 13 11
 7  8  6  8
13  9 11 12
 8  9 10 12
 7 13  6  9
11 12  7  8
 7 10 10 12
10 10  8  8
11  9 11 11
 6 13  6 10
12  6 10 13
11 12 10  9
 6  8  9  6
11  6 12 13
10  8  8  9
10  9 11  9
 7  8 12 12
13  9  7 13
 8 12 13  7
 7  8  7 10
