 8          puzzle size (rows and columns)
 5   8      # border colours  # inside colours
Top Rgt Bot Lft
 0  4  4  0
 0  1  2  0
 0  5  2  0
 0  4  5  0
 0  1  7  4
 0  3 12  3
 0  2  6  3
 0  4  8  4
 0  4 12  1
 0  1  9  5
 0  2 12  2
 0  1 11  4
 0  4  9  4
 0  5 12  2
 0  3 10  3
 0  2  7  3
 0  5 13  5
 0  2  6  5
 0  3 13  4
 0  3  8  1
 0  5  9  2
 0  2  8  1
 0  2 12  1
 0  5  7  3
 0  3 11  5
 0  3  7  1
 0  1 11  2
 0  4 13  3
 7  6 10  7
12  8  7  6
 7 13  6  8
 9  7 11  8
 7 10  7 12
13 10  6 13
10 10 13 12
12  8 13 13
 8 12  9  9
 9 11 11  6
10  7  6 11
 8  8  6  9
 7 11 11 12
 9  9  6 12
10  7 13  7
11 11  9  8
 7 12 12  8
 9 12  9  7
 6  8 10 10
 6 11  6  8
 9 10 10  9
 9 13 10 10
 6  8  7 12
12 11  9 11
 7  6 13 13
13 10  7  8
13  8 13 11
10 11  7 10
13  9  8 10
10 13 12 12
 6  8  9 10
13 10  8 11
 6  9 10 11
11  6  6  6
 7  9 13 11
 9  8 12  8
