 8          puzzle size (rows and columns)
 5   8      # border colours  # inside colours
Top Rgt Bot Lft
 0  5  5  0
 0  3  1  0
 0  3  5  0
 0  2  2  0
 0  1  6  4
 0  4  6  3
 0  4  9  2
 0  2 12  4
 0  3 11  3
 0  3  8  2
 0  4 10  5
 0  1  7  4
 0  4  7  3
 0  4 12  1
 0  3  9  2
 0  1  9  3
 0  5 11  1
 0  2 13  5
 0  2 13  4
 0  2 11  1
 0  5  6  3
 0  5 12  2
 0  1  8  4
 0  5 10  3
 0  1 12  1
 0  3 10  2
 0  4 13  5
 0  2  7  4
13  6 13 10
 7 13 10 13
 7 11  8  9
 8  9 13 10
11  8 10 10
13 12  6 11
10  9  8  9
 8 11 10 12
12  8 13 11
10  9 13 11
12  9  6  7
 7  9 10  9
 6  9  6 10
13  6  8 11
 8 11  6  7
 6 10 12  9
 8  8 12  9
11  9 12  8
 6 11 11  9
11  9 10 13
12 12  7  8
 8  7  8  6
12 13  7  7
 6 10  7 12
10  8 11  9
 6  7 13  7
 8 11  6  8
13  9  7 11
10  7  7  8
 6  9  7 12
13 12 12  6
10 13 11  8
13  9 10 11
10  8  6  9
 7  7 13 10
12  7 12  6
