 8          puzzle size (rows and columns)
 5   8      # border colours  # inside colours
Top Rgt Bot Lft
 0  4  2  0
 0  5  2  0
 0  4  1  0
 0  2  1  0
 0  4  7  3
 0  1  6  4
 0  5  7  1
 0  3  7  3
 0  1  7  3
 0  1  8  4
 0  2 12  4
 0  2 13  1
 0  1 10  5
 0  1  6  3
 0  4 13  3
 0  3 12  4
 0  5  8  5
 0  3  8  1
 0  4 12  2
 0  3 10  4
 0  5 12  3
 0  3 11  5
 0  2 11  2
 0  3 10  5
 0  5 12  4
 0  2  7  2
 0  4  7  5
 0  2  9  2
13 10 13  8
 6  6 13  7
 7 13 10  6
 6  8  6  6
11 11 11 10
 8  9 13  8
13  9 12  6
10 11  6 13
10  6 10  9
 8  7 13 13
 7  9 13  6
 6  9  9 10
 8  6 10 11
 6  7  9 12
11  8  8  7
13 11  9 11
 8 10 12 13
12 13  6 11
11 10 13  9
 7  7  7  9
 6  9  9  8
13  6 11  8
 9 10  8  9
12  6 11 13
 9  8  8 12
12 11 12  7
10 10  7  8
12  8  7  9
 7  8 10  7
 9  8 10  9
11 12 10  9
10  7 12 10
13 12 12  8
 7 12 11 11
 9 13 12 10
11  9  6 11
