 8          puzzle size (rows and columns)
 5   8      # border colours  # inside colours
Top Rgt Bot Lft
 0  5  3  0
 0  2  4  0
 0  1  3  0
 0  1  5  0
 0  3  7  1
 0  1 11  5
 0  2 11  1
 0  4  6  3
 0  5 12  3
 0  3 10  1
 0  3  8  5
 0  4 13  3
 0  1 12  2
 0  5 12  4
 0  2 10  4
 0  4 11  2
 0  3  7  4
 0  2 13  4
 0  4 10  4
 0  5  6  5
 0  2 10  2
 0  3 13  1
 0  4  8  2
 0  4  9  1
 0  2  9  5
 0  3  7  2
 0  5 13  2
 0  1  6  3
 7  9  9  7
13 12 12  9
13  8 10 13
 9 12  7  6
10  8 12 12
12  6 12  8
 8 10  7 10
10  8  6 12
 7 13  7  7
 6 11  7  8
 6  6  9 12
 7 12  6  9
11 13 10  8
 9 10 13  8
13  7  6 11
 8  7 13  8
 6 11  8  9
10  8  9  9
 8  8 13 11
13  9 11  9
 7  9  6  6
12  9 10 10
 6 11 10 12
 7  9 11 13
 6 13  7  7
 7  7  9  8
 9  6 11 13
 6  9 10  9
10  7  8 10
11 12 10 11
10  6 13 11
12  9  7 11
11 12 11 13
11  8  6 12
10 11 13 10
12  8  8  8
