 8          puzzle size (rows and columns)
 5   8      # border colours  # inside colours
Top Rgt Bot Lft
 0  5  3  0
 0  3  5  0
 0  2  5  0
 0  3  2  0
 0  2 11  2
 0  3  6  2
 0  1  8  1
 0  4 10  5
 0  1 12  5
 0  2 12  2
 0  4  7  3
 0  5 11  3
 0  4  9  1
 0  1 13  2
 0  4 13  3
 0  3 10  1
 0  3 13  3
 0  3  6  5
 0  1  9  4
 0  1 10  4
 0  4  9  2
 0  5  6  4
 0  5  9  1
 0  2 13  3
 0  5 12  1
 0  4  9  4
 0  2 11  4
 0  2 13  4
 9  6  8  6
12  7  9 10
 7  7 13 10
 8 10  8  9
 9  7 13  6
13 10  8 11
 8 11  7  9
 6 11 12 10
12 11  8 12
13 11 10 11
 8  9 12  7
10 12  7  8
13 13  9  9
12  7  8  8
13 13 13  6
 9  6 10 12
 7  7  6 10
 8 11 12 10
 8  6  9  8
13 12 12 11
 7 10 10 12
12  9  6  6
 8  8  9  9
 7 12 13  7
 6 11  7 11
10 11 11 11
 7  8  7 11
10  8  9  7
 7 10  9  7
 6 12  6 10
 6 10 13  6
11  6  8  7
13 12  6 11
 8 10  7  8
 9 10 13 11
 9  8 13 12
