 8          puzzle size (rows and columns)
 5   8      # border colours  # inside colours
Top Rgt Bot Lft
 0  3  3  0
 0  2  1  0
 0  5  5  0
 0  1  2  0
 0  1  9  1
 0  3 12  4
 0  2  9  3
 0  2  7  3
 0  2  7  5
 0  3  9  5
 0  4  6  3
 0  4 11  3
 0  1 13  2
 0  5  8  4
 0  5  8  5
 0  5  8  2
 0  2 13  2
 0  3  8  1
 0  5 11  3
 0  2 12  4
 0  3 13  4
 0  1  7  4
 0  4  6  2
 0  1 10  2
 0  3 10  1
 0  4  9  1
 0  4  9  4
 0  4 13  5
12 10  8  8
13 13 12 12
 8  9 13 12
 6 11 12 10
 6  7  9 13
11  8  7  6
 6 13  6  9
12 11  6  9
 7  6  7 13
12  9 10  6
12 10 12  8
 9 11 12 12
 9 10  6 10
 8 10  9  7
 6  9  7 10
 6  7  8 11
11  6 13  6
 6 10  8  9
 8 13  6 10
11  8  6 10
 8 11  9  7
 7 10 11  7
10 11 13 12
10  8  8 10
13 12 11 12
 7  6  8 10
 7 11 11  6
 7 12 10 13
10  9 10 11
12  7  7  7
13  7 13 10
 8 12  7 11
11  8 11 13
 9 12  8 13
 8 13  9  9
 9  9  7 11
