 8          puzzle size (rows and columns)
 5   8      # border colours  # inside colours
Top Rgt Bot Lft
 0  3  5  0
 0  4  2  0
 0  1  3  0
 0  2  4  0
 0  1 10  2
 0  4 11  2
 0  5  7  2
 0  2 13  3
 0  1  7  3
 0  3  7  5
 0  2  7  5
 0  3 13  5
 0  3 12  5
 0  2  6  2
 0  3  9  4
 0  2  7  3
 0  4 12  3
 0  1 12  4
 0  5 11  1
 0  4  6  2
 0  4 13  1
 0  3 10  3
 0  5  8  4
 0  5 10  4
 0  4  7  1
 0  2 12  4
 0  5 10  1
 0  1 11  1
 8 10  9  6
11  7  8 11
10  9 13 11
 9  9  9  7
13 11  9 12
13 12  8  8
10  8 13 11
12 11 12 12
10 12  6 10
 9  9 10  8
 8  7 10  6
 6  7  8 11
12  8  8  6
13 12 11  6
11 10  6  9
 8  9  6  7
 7 11 10 12
11 13  7  8
 8 11  8  8
 6 11 10 13
 9 12 11  9
 7  7 10  7
10  8 13 10
 6 10  8  7
 8 13  6 10
11 12  8 13
12 12  9  9
10  6  9  7
 9  6 10  7
10  7  7 12
 9  6 13 12
13 11 13  9
 8  8  7 13
 9 13 11  6
 9 13 13 12
 6  6  9  6
