 8          puzzle size (rows and columns)
 5   8      # border colours  # inside colours
Top Rgt Bot Lft
 0  5  4  0
 0  1  5  0
 0  2  1  0
 0  2  2  0
 0  5  8  5
 0  4 13  2
 0  3  6  3
 0  4 12  3
 0  3  8  1
 0  2  8  4
 0  5  8  3
 0  1  7  1
 0  2 10  4
 0  5 10  2
 0  4  7  5
 0  4 11  2
 0  3  6  5
 0  1  6  1
 0  2 11  3
 0  3 13  4
 0  1  7  4
 0  5 12  3
 0  2 12  2
 0  4 12  2
 0  3 10  4
 0  4  8  1
 0  1  7  3
 0  3 10  5
11 10 11  9
11  6  8  8
 9  8  7  7
 7  7 10  9
11 11  7 10
 8 13  7 10
 9  9 11 13
 7  7  9 13
11  7  9  8
 6 13  9 12
12 11  8 11
13  6  8  7
10 12  9  6
 9 10 13  6
 8 12  6  6
13 11 13 10
 6  7 12 13
11 13  8 13
 6 10 10 12
13  9  9  6
12 12 11  7
12  8  9 13
12  9 10  9
 8 12 10 11
 8 10  7 12
11 10  7  6
10  6 11 10
 9  6 12 11
 9  6  7  7
 7 13  8 12
10  8 12  9
10  9 13 12
 9 13 13  6
13  9 11  9
10  6  6  8
 8  7  8 11
