 8          puzzle size (rows and columns)
 5   8      # border colours  # inside colours
Top Rgt Bot Lft
 0  5  2  0
 0  4  3  0
 0  5  3  0
 0  4  5  0
 0  4 11  5
 0  4 12  4
 0  1  8  1
 0  2  9  5
 0  2 10  4
 0  3  7  1
 0  2  9  2
 0  1 13  4
 0  1 13  2
 0  3  8  3
 0  5 13  1
 0  4  9  2
 0  3  8  5
 0  2 12  2
 0  3  8  4
 0  5 13  4
 0  1 12  3
 0  3 13  2
 0  3  6  3
 0  2 12  4
 0  2  9  1
 0  4  6  5
 0  5 10  1
 0  1 10  3
11  8  8 11
13 11  7 11
 8  8 10 13
 9  7 11 10
12  6  9  8
10 11  8  9
 9  6  8  9
13  7 12 13
13  6  6 13
 8  7 13 11
11 13  7 12
 7 13  6  8
 7  9 10 12
 9  7  8  8
10 10 10  7
12 13  8 10
 8 13 10 11
10 12 10  7
 7 12  6  6
 9  6 10  7
12 12  9  9
12  9  9 11
 9  7  9  6
 9  6 13  8
10  9  6  7
 9 10 11 10
 8 11  7  8
 6 12 12  6
11 11  8 13
 6  7  7 13
12 10  7  6
10 11 12  6
 6 11  9 13
 7  6 10 11
 7  8 12 12
10 11 11  7
