 8          puzzle size (rows and columns)
 5   8      # border colours  # inside colours
Top Rgt Bot Lft
 0  4  5  0
 0  1  2  0
 0  2  2  0
 0  2  1  0
 0  2 11  3
 0  5 10  5
 0  2 11  1
 0  3 12  1
 0  5  6  3
 0  3 10  5
 0  1  8  2
 0  3  8  1
 0  1 13  1
 0  1 11  4
 0  3 10  4
 0  4 12  2
 0  5 10  2
 0  4 13  5
 0  1  7  4
 0  2  8  3
 0  5  9  4
 0  2 10  4
 0  5  9  2
 0  4 13  3
 0  4 12  3
 0  4  8  3
 0  3  7  5
 0  3  9  4
12 11  9  8
12  9  6 13
13 13 12 12
11  9  8 13
10  8 12  7
 9 12  7  6
 9 11 10  6
11  7  6  9
10 12  6  9
 8  6 12  9
10  8 11 11
 8  8 13 11
 7 13  9  8
 7  9 13 11
10 11  6  8
 6  6 11  7
 7  7  7  6
13 12 11 13
 6  9 13  7
13  7  6 12
12 11 11  7
 7  7  9 10
13 13 10  9
12  6  8 13
 8  6 10  7
10 10 10 12
10  8  8 11
 9  9  7  6
 6 13  9  7
 9 12 10  8
 6  7 11 13
 8 11 10 12
12  8 10  6
11 12 10  9
 9  8  8  7
 6 13  7 10
