 8          puzzle size (rows and columns)
 5   8      # border colours  # inside colours
Top Rgt Bot Lft
 0  1  3  0
 0  3  3  0
 0  2  3  0
 0  4  2  0
 0  4  8  4
 0  1 13  2
 0  3  9  5
 0  5  7  2
 0  3 10  1
 0  3  9  4
 0  5 13  3
 0  2  6  1
 0  2 10  5
 0  4  6  2
 0  2  7  1
 0  4  6  1
 0  1 13  3
 0  3 13  2
 0  2  6  4
 0  3 11  5
 0  4  7  4
 0  5  8  1
 0  5  9  4
 0  4 13  5
 0  2  8  4
 0  1 10  5
 0  5  8  2
 0  1 11  3
12  9  6 11
12  6  8  7
13 10 12 11
12  9 13 12
13 12  6 10
 8 13 11  8
12 12  7  9
 6 11 10 12
 6 11  8 10
10 10  7  9
 8  6 13 12
 8  6 11 10
 7 12 10  9
13 11  7  8
10  9 13  6
13 12 10  9
 6  9  7 12
10  9  7  9
 7 11 13 10
11  6  7  7
 7  9 10  6
 6 10 12 10
 7  9 12 11
11 10 11  6
11 10  9  8
 7 11  8  9
 7 12  8  6
10 12  9 12
13  8  7  9
11  8 12 13
 9  8  8 13
 8  8 11  6
13 13  7 12
 9  7  9  6
 8  7  7 11
11 10 13  8
