 8          puzzle size (rows and columns)
 5   8      # border colours  # inside colours
Top Rgt Bot Lft
 0  1  4  0
 0  2  1  0
 0  3  3  0
 0  2  4  0
 0  3  7  3
 0  4 13  1
 0  1 12  2
 0  1 10  1
 0  1  9  2
 0  3  8  5
 0  5 11  3
 0  2  7  1
 0  3 12  2
 0  3  9  2
 0  5 12  1
 0  2  7  5
 0  4  9  3
 0  4 10  5
 0  5 11  4
 0  4 10  3
 0  2 13  4
 0  3  6  2
 0  5  7  3
 0  1  8  4
 0  4 11  2
 0  2  9  5
 0  4 12  4
 0  5 10  5
 7 11  8  8
13  8  7  6
13  6 12 11
 7 10 12  7
10  7  7  8
 9 12  7  9
 7  7  7  8
12 12  9 11
 9 11 10 11
 8 12 12  7
10 11 13 10
10  6 10 12
13  9  9 13
 9  6  8 13
 6  6 11  6
10  6  8  6
 9  6 10  6
10 12 12  9
 8  9 10  9
10  8  9 12
12  9 13 12
 6  7  6 11
12 11  8 11
13  7 13 13
 8  8 11  6
 7  9 13  6
 8  6  7 11
13 11 10  7
10 13  6  8
 9  8  9  9
13 10 13  6
13  8  9 12
11  7  8 10
11 11 12  6
 8 13 10  7
10 13  8 11
