 8          puzzle size (rows and columns)
 5   8      # border colours  # inside colours
Top Rgt Bot Lft
 0  1  1  0
 0  3  1  0
 0  3  4  0
 0  1  5  0
 0  1 11  2
 0  1 10  3
 0  1 10  2
 0  2 12  4
 0  4  9  4
 0  5 11  2
 0  2  8  3
 0  4 10  5
 0  3  6  2
 0  4  8  2
 0  3 10  5
 0  5  6  1
 0  2  6  3
 0  5 11  4
 0  3  6  3
 0  4 12  2
 0  5  7  1
 0  2  8  5
 0  4 12  5
 0  4 13  4
 0  2 11  4
 0  5 11  3
 0  3 13  3
 0  2  9  1
10  7  6 13
 9 11 10  7
 8  6 13  6
 9 11  7  8
12  9  7 13
 7  7 13 12
 6 11 13  8
10  8 13 10
 8 10  8  9
10 10  8 11
 9 13  6 10
 6 12 10  9
11 10  7 12
13  9  7  7
13 13 12 11
 7 11 12  8
12 10  9  8
 6  7 11 11
 8 11  6 10
12  6  8  8
10  9  9 12
 9  6  9  9
11  8  9  8
12  8 10  7
 7  9 13  9
 7  7  9 10
 6  8  8  6
 7 12 13  6
 9 12 12 11
 7 11  8 12
12  9 10 10
13 10  7  7
13  8  6  6
13 13  9 11
13  7  7 13
 6 12 12 11
