 8          puzzle size (rows and columns)
 5   8      # border colours  # inside colours
Top Rgt Bot Lft
 0  5  4  0
 0  4  4  0
 0  4  1  0
 0  3  2  0
 0  3 11  3
 0  5 11  3
 0  2 10  1
 0  5  7  2
 0  2  8  5
 0  5  9  4
 0  3 11  5
 0  2 13  2
 0  1 10  3
 0  1 13  3
 0  4  7  1
 0  4 12  2
 0  3  6  3
 0  2  6  5
 0  4  8  1
 0  1  9  3
 0  3  9  1
 0  3  8  5
 0  1  9  4
 0  2 11  4
 0  1  6  5
 0  2 12  2
 0  4  7  2
 0  5  6  4
 9 10  7 12
12 10 12  6
10  9 12 11
10  9 11 11
 7 12  9  7
12 12 13  6
12 13 11 13
13  6  6  6
 9 10  8  8
 9 11 10  8
13 13  8 10
10  7  9 13
 6  9 10 12
12  8 12 12
 7 11 12  7
13 10  9  9
 9  8  7  8
12  7 12 10
 7  8 11 11
10  8  7 12
11  6 13  8
 8  6  7  6
10 11 12  9
 6 13 11 10
13  8  6 13
13 10  8  6
 7 11 10  9
 7 10 13  8
 7  7 10 13
11  6  7  9
12  7  9 11
 6  8  9 10
 8  6 13  8
 7 11 13 10
11  8  9  7
 9  6 13  8
