 8          puzzle size (rows and columns)
 5   8      # border colours  # inside colours
Top Rgt Bot Lft
 0  5  5  0
 0  3  2  0
 0  3  5  0
 0  2  2  0
 0  2 11  3
 0  5 12  2
 0  5 10  4
 0  5  9  2
 0  1 13  4
 0  4 11  5
 0  2  7  3
 0  1 11  1
 0  3 11  3
 0  4 10  2
 0  1  6  5
 0  4  6  1
 0  2  6  4
 0  2  9  3
 0  1  9  3
 0  4 12  4
 0  3  6  3
 0  4  6  2
 0  3  6  1
 0  4  8  4
 0  2  7  4
 0  3  7  1
 0  1 10  5
 0  5  9  1
13 12 11  8
 6 13 10  9
 7 13  6  8
 8 13  6 13
10 10  8 12
 9  9  9 12
10  9  9 10
12 11 13 10
 7  8  6 12
10  7  6  9
 8 12  7  6
11 10 11  7
13 11 13  9
11  8  8 12
 6  7  7  6
 8  9 11  8
 7  8 10 10
11 11 12 13
12  8  8  7
 7  7 11 12
 9 12 12  8
11  9 13 13
 9  9 11  8
12 13  8  7
 8  6  8 10
11  6  7 12
 9 12  7 11
 6  7 10  9
10 10 13  7
 7  9 10  6
 8 10  6  9
13 13  6  7
13 12 11 13
13  9  7 12
 8 12  8 10
10 10 13 11
