 8          puzzle size (rows and columns)
 5   8      # border colours  # inside colours
Top Rgt Bot Lft
 0  5  5  0
 0  3  3  0
 0  3  4  0
 0  2  5  0
 0  4 10  3
 0  2  8  2
 0  4 10  4
 0  2 11  4
 0  4 12  2
 0  3 13  1
 0  1 10  3
 0  2 11  1
 0  5  7  2
 0  5 13  2
 0  1  9  3
 0  1  7  1
 0  1 11  4
 0  3 13  5
 0  2 10  5
 0  1 11  3
 0  4  9  4
 0  3  7  2
 0  3  8  1
 0  2  6  5
 0  4 12  3
 0  5  7  4
 0  5 12  1
 0  4  6  2
 9 13  8  7
10  6 13 12
10  9 11  9
13  8  9 10
 9 13  9  9
12 10  8 10
 8  8 13 11
11  7  8  8
 6  8  6 11
 9  6  7  7
12 12  9 10
 9 12  6 11
10 10  6 13
11 12  6  8
 6 11 11 13
 7  8  8  8
 6  9  8 13
13  6  9  7
 6  8  9  7
 9  7  6 11
 9  6 12  6
13 10 10 12
11  7 13  9
 8 13  9  7
 7  7 11 12
 8 11 12 12
10 13  7 10
12 11 10  8
 6 10 13  7
 9 10 12  8
 6  7 10 12
 8  9 11 13
13  8 10  9
 7  7 10  6
12 11  7 13
12 11 12  6
