 8          puzzle size (rows and columns)
 5   8      # border colours  # inside colours
Top Rgt Bot Lft
 0  1  4  0
 0  3  4  0
 0  3  5  0
 0  3  3  0
 0  3 11  2
 0  1  7  1
 0  4  9  1
 0  2 12  4
 0  2  8  1
 0  5 11  4
 0  4 11  5
 0  3 11  3
 0  4 12  2
 0  2 11  3
 0  5  8  1
 0  5 13  2
 0  4 10  4
 0  2  7  5
 0  4  7  2
 0  1 11  2
 0  2  6  1
 0  3 10  2
 0  4  8  4
 0  1 10  3
 0  2  9  3
 0  1  6  3
 0  5  9  5
 0  5 13  5
 9  7  8 11
 9  7 10  6
 6  9 11 11
 8  9  7 10
10 12 13 12
 7  9  9  9
 6  9  6 12
 9  6 13 10
13  8  8 12
 7 10  9  9
13 13  7  6
11 11 12 12
 6 10  8  7
 9 12  8  8
 8  8 10  9
13  7 10 11
13 10 10  7
11  9 11  8
 8 12  7 12
 8  6 10  8
10 13 13  6
 7 13 13  7
 7 11 11 12
13 13 13 12
11 12  9 10
11 10  7  6
12 12  6  6
13  6  6  7
 8  8  9 13
10  6 13 10
 8 10  9 12
10 12  6 13
 7  7  7  9
 6 12 11 10
 7  8  8  9
12  6 11  8
