 8          puzzle size (rows and columns)
 5   8      # border colours  # inside colours
Top Rgt Bot Lft
 0  3  3  0
 0  5  4  0
 0  3  5  0
 0  4  2  0
 0  1  6  2
 0  2 12  5
 0  4  7  2
 0  3 10  1
 0  3  9  1
 0  4 12  4
 0  1 10  1
 0  1  7  2
 0  5 11  2
 0  5  8  5
 0  5 13  3
 0  2 12  4
 0  2  9  3
 0  2 10  2
 0  1  6  1
 0  5 10  5
 0  2  6  4
 0  3  8  3
 0  4  7  3
 0  1  9  4
 0  2 11  1
 0  4 13  3
 0  3  9  4
 0  4 11  5
 7 10 13  7
 9  7 11  8
10 11 12 10
 6 10  7  8
 6  8 11 10
11  8 10 13
10  9  8 11
 7 13  6 12
13 10  7  8
10 12  9  6
 7 11  6 11
12 11  6  6
 7 13  6 11
 6  8  6 10
 9 12  8 10
 6 12  9 12
 7 10  8 12
 9  9 13  9
 9  7  7  8
13 13 12  9
13 13  7 12
 6 11 11 13
13  6 10  9
 8  6  6 13
 7 12  7 10
12 13  7 10
12  8  9  8
 8 10  9  9
 8  9 12 13
 8 12 13 13
12  8  9  7
11  8  7 11
 7 10  6 13
10 11  6  8
11 12  8  9
 9 11 11  7
