 8          puzzle size (rows and columns)
 5   8      # border colours  # inside colours
Top Rgt Bot Lft
 0  5  1  0
 0  1  3  0
 0  2  3  0
 0  3  5  0
 0  3 13  1
 0  5 11  2
 0  5 10  5
 0  3  7  4
 0  2  7  2
 0  1  9  4
 0  3  6  3
 0  4  8  5
 0  3  8  1
 0  5  9  4
 0  2 11  4
 0  2  9  4
 0  1 12  5
 0  4  9  2
 0  1 12  3
 0  4 12  2
 0  2  6  3
 0  4 13  1
 0  2  6  5
 0  1 11  2
 0  4 11  4
 0  5 13  1
 0  3 13  2
 0  4 13  3
 6  8 10  7
12 11 13  9
11 10 13 13
 9 13  6 10
 6 10 10  8
 7 10 11  9
12 13  7 10
 7  8 12  7
 8  8  6  7
 7 12 11 12
13  7  7  9
10 11  6  8
 8  7 12  9
 7 10 12  8
12  7 13  7
13  9  7 11
13  6  6 10
11 12  7  9
 6  6  7 10
10  8 11  6
 7 10 13  9
13  6  9 12
12  7  6  7
12  8  8 13
 8 11  9 10
11  9 13  8
 8 12 12  6
10 10 11 10
12  8 10 12
11 10  8 10
 6  9 11  8
 9 11  8 11
13  9  6  6
11  9  8  9
13  7  8  9
 9 10 12  6
