 8          puzzle size (rows and columns)
 5   8      # border colours  # inside colours
Top Rgt Bot Lft
 0  1  2  0
 0  3  5  0
 0  2  5  0
 0  4  2  0
 0  3 11  2
 0  5 10  1
 0  4 13  4
 0  2  6  4
 0  5  6  2
 0  5  7  5
 0  2  9  3
 0  5 12  4
 0  3  7  4
 0  3  9  3
 0  4  8  5
 0  1  8  2
 0  4  6  4
 0  4 10  1
 0  3  6  5
 0  4 12  4
 0  1  6  3
 0  2 11  3
 0  2 13  1
 0  1 11  1
 0  5 11  1
 0  3  7  3
 0  1 13  2
 0  2 10  3
 7 13 11 12
 7 11 13 13
 8 12  8  8
 8 10  7 10
 6  7  7 12
 6  6  7  9
 7  9  9  9
 7  9 13 10
11  8  6 13
10  7 13  7
 9  8 10  9
 6 10 11  8
 6 12  9  7
 9 12  6 11
13 11 11 11
 8  9  8 11
12 10  6  8
 9  7 13  6
 7  9  8  9
13 12  6 10
13 10 12  8
11 13  7  9
 7 10  6 12
 8 12 10 10
13 12  7 12
13 12  6  9
11 11  9 12
11 11 12  8
 9  9 13  7
10  8 10 12
 6  7  8  8
10  8  9 13
13  8  6 10
 8  7 10  9
 6 13 10 11
10 11 12 12
