 8          puzzle size (rows and columns)
 5   8      # border colours  # inside colours
Top Rgt Bot Lft
 0  5  1  0
 0  2  5  0
 0  1  2  0
 0  3  3  0
 0  3 11  3
 0  3  8  4
 0  5 12  2
 0  5  9  1
 0  4  9  4
 0  4  7  2
 0  1  9  3
 0  3  9  4
 0  5  7  2
 0  1  8  3
 0  3  7  5
 0  2 10  3
 0  3 10  2
 0  5 10  4
 0  2  9  4
 0  2  6  4
 0  4 10  3
 0  2  6  5
 0  4  6  1
 0  4 10  1
 0  1  8  1
 0  4  7  5
 0  2 12  5
 0  1 11  2
10 12  6  6
 8  9 12 10
11  8  7 13
12 12  7 11
 6  6 10  6
 8 11 10  6
 6  7  7 10
12 13  8 12
 6 12  7 13
 8  7  6  7
10 10 11 12
 8 11  6  9
 7 11 13 11
12  6 11 13
 7  9 11 12
 8  9  7  9
 8 10  6 13
 6 12  9 13
11 10 13 11
 7  7  9 12
12 12  8 13
10 13  8  8
10 13  8  9
 6 11 10  8
11 13 10 11
 9 13  8  9
 9 10  7 10
13 13  8  7
 7 10 12 11
13  6 12 12
 8  9 11 13
13  8 11  6
 8 13 10  7
 7  6 12  9
 9  9 13  7
11  9  8  9
