 7          puzzle size (rows and columns)
 4   7      # border colours  # inside colours
Top Rgt Bot Lft
 0  1  3  0
 0  4  2  0
 0  1  2  0
 0  2  4  0
 0  1  8  1
 0  2  5  3
 0  3  9  4
 0  3 10  2
 0  3 11  4
 0  1  9  4
 0  1  7  4
 0  1 11  1
 0  2  7  4
 0  4  9  1
 0  2  8  1
 0  2  9  3
 0  3  6  2
 0  4 10  1
 0  4 11  3
 0  3  8  1
 0  3  7  3
 0  2  6  3
 0  4  5  2
 0  4  9  2
 9  8 10  7
 7  6  5  6
 6 11 10 10
10  9  9  5
 8 11  6  7
 9  9  5  6
 5 10  8 11
11  7  7  9
 5 10 11  6
 6  7  9  9
 7  8  8  6
 8  7  9  5
 8 11  6  8
 5  9  8  7
10  7  8  7
10  6  7 11
 9  9  8  5
10  6 10 10
 8  6  5 11
 8  6 11 10
 6  5  6 11
 6  7 11  7
11 10  5  9
 5 10  8  7
11  5  5  8
