 7          puzzle size (rows and columns)
 4   7      # border colours  # inside colours
Top Rgt Bot Lft
 0  3  3  0
 0  4  1  0
 0  4  2  0
 0  4  4  0
 0  4  6  4
 0  4 10  3
 0  2  5  2
 0  3  7  4
 0  2  5  4
 0  1  8  3
 0  1  9  3
 0  2  5  1
 0  1 11  2
 0  2 11  1
 0  1  6  3
 0  3  9  3
 0  3  5  4
 0  4 10  2
 0  2 10  1
 0  1  6  2
 0  3  9  1
 0  2 11  2
 0  3 10  1
 0  1  6  4
11 10  8  7
 9  6 10  8
 6  9  5  6
 8  9  9  6
 7 11  7  9
11  8  8  9
 5 10  8 10
 5  7  6  9
11  5  5  6
 5  8 11  8
 8 10  8  7
 7  7  6  8
 5  7 11 10
 6  9  7  7
11  5 10 10
11 11 11  5
 6  7  5  7
 5  8  6  9
 8  7  9  7
10 11  7 10
 9  9 10  8
10  5 11  8
 6  6 11  9
 8  7  9  9
 6  8  6  7
