 7          puzzle size (rows and columns)
 4   7      # border colours  # inside colours
Top Rgt Bot Lft
 0  4  3  0
 0  1  2  0
 0  4  1  0
 0  1  3  0
 0  2  6  1
 0  2 10  4
 0  4 10  3
 0  4  9  4
 0  2  5  1
 0  3  6  2
 0  3 10  3
 0  2  7  3
 0  2 11  3
 0  1  6  1
 0  4 11  4
 0  2  9  2
 0  3  8  1
 0  3  5  2
 0  4  8  4
 0  3 10  2
 0  1  8  4
 0  1 11  2
 0  3  7  4
 0  1 11  1
10  9  9  9
11  7  9  6
 8  6  5 10
 7  7  6  9
11  9  7  8
 6  8 11 10
 5  6  6  8
 6 10  5 10
 5  7  7  7
 8 11 11  9
 8  5  7  8
 6  5  6  7
 9  5  8  6
 6 10  9  8
10  7  9 11
10  9  8  8
 7  8 11 10
 6 10 11  5
 7  8 10  7
 9  9  7  5
 9 11  8  5
 7 11  5  5
 5 11  9 10
 9  6  6 11
 7  5  6  8
