 7          puzzle size (rows and columns)
 4   7      # border colours  # inside colours
Top Rgt Bot Lft
 0  1  2  0
 0  3  1  0
 0  2  3  0
 0  4  3  0
 0  3  7  2
 0  4  5  4
 0  4  7  1
 0  1 10  2
 0  3 10  1
 0  2 10  4
 0  2  7  2
 0  1  7  1
 0  3  7  1
 0  4  6  4
 0  4  9  4
 0  1  6  3
 0  4  9  3
 0  3  6  2
 0  2  6  3
 0  1  9  1
 0  2  7  4
 0  1  9  4
 0  2 10  3
 0  3 10  2
 9  8  6  8
10  8  6 10
11  8  9  5
11  5  7  9
 7 11 11  8
 6 10  5  5
11  6  7  7
 5  5 11  5
11  5  9  8
 6 11  8  8
10  9  7  5
 7 10  6 10
 6  8  9 11
 9  6 11 10
 8 11  9  8
 9  9  8 11
 9  5  5 11
 7 10  9  7
 6  6  6 11
 8  8  9  5
 7 10 10  8
 8 11  5  6
 5 10  7  9
 7  5 11  7
 6  8  8  6
