 7          puzzle size (rows and columns)
 4   7      # border colours  # inside colours
Top Rgt Bot Lft
 0  1  3  0
 0  3  2  0
 0  4  4  0
 0  1  4  0
 0  4  9  1
 0  2 10  3
 0  3  9  4
 0  1  7  2
 0  1  6  1
 0  3  7  3
 0  2  7  3
 0  4  7  2
 0  2  6  4
 0  3  7  2
 0  3  9  1
 0  2  5  1
 0  4  5  1
 0  3  8  4
 0  1  9  2
 0  2  8  3
 0  4  6  3
 0  4  8  4
 0  1  5  2
 0  2 10  1
 5 10  8  8
 6  7  9  9
 9 10 11 10
 8  7  6 10
 8 11  8  6
 9 11  5  9
 6  8  5  6
10 10  6 11
 6  5  9 11
11 11  7  8
 7  7 11  5
 5  6 10 10
11  6  9  8
 8  9 10 10
 5 10  8  5
 8  8  6  6
10 11  6  7
10  5 10  9
 5  5 11 11
 9  5 11  6
 8  7  7  7
 7  8  6  7
 6  9  9  8
11  7  9 11
11  7  9  5
