 7          puzzle size (rows and columns)
 4   7      # border colours  # inside colours
Top Rgt Bot Lft
 0  2  1  0
 0  4  4  0
 0  2  2  0
 0  2  3  0
 0  1 11  2
 0  4  6  1
 0  1  6  3
 0  1 10  3
 0  2  5  2
 0  4  5  4
 0  4  6  4
 0  3  9  1
 0  1  9  4
 0  1  6  4
 0  1  9  3
 0  3  8  4
 0  3  8  1
 0  2  7  3
 0  3  7  2
 0  3  9  2
 0  3  5  2
 0  4  9  1
 0  4 11  3
 0  2  5  1
11  7 10  5
 7 11  9  7
11  9 11  7
 9  9 10 10
 8  8  7  6
 8  7  6  7
 8  9  5  6
11  5  8  7
10  6  8  6
 7  7  6  9
11 10  5 11
 7  7  5  8
 5  5  6  8
 9  5  7  6
 7  8  8  9
10  9  6 10
11  6 11 11
 8 10 10  9
10 10  8  9
 5 11 11  8
 6 10 11 10
 8 11  6  5
 7  8  8  5
10  5  9 10
 6  6  7  9
