 7          puzzle size (rows and columns)
 4   7      # border colours  # inside colours
Top Rgt Bot Lft
 0  4  3  0
 0  3  3  0
 0  4  4  0
 0  3  2  0
 0  4  6  3
 0  3 10  2
 0  4  9  1
 0  2  7  4
 0  1  8  1
 0  2  7  2
 0  1  5  1
 0  2  6  4
 0  2 11  3
 0  3  6  1
 0  1  8  4
 0  1 11  1
 0  4  6  1
 0  3  6  2
 0  2 10  4
 0  2  6  2
 0  3 11  2
 0  1  9  3
 0  4  7  3
 0  1  6  4
 6  8  9 10
 7 10  9 10
 6 10  8  9
 8  9  5 10
 9  5 10  9
11  6  7  7
11 10  7 11
 7  9  7  8
 7  6  8  7
10 11  5 11
11  5  6  9
 7  9  8  8
 5 11  7 10
 7 10 11  9
10  9  8 10
10  7  8 11
 5  9  7  8
 8 11  6  9
 7  5 11  5
 9  6  5  5
 8  5  8  6
 8  6 11  5
 5  7 10  9
 8  9  6  5
 8  5 11  6
