 7          puzzle size (rows and columns)
 4   7      # border colours  # inside colours
Top Rgt Bot Lft
 0  1  3  0
 0  4  4  0
 0  2  1  0
 0  3  3  0
 0  2 11  3
 0  3  6  2
 0  1  8  2
 0  1 10  2
 0  4  6  2
 0  1  7  3
 0  4  8  1
 0  3  7  2
 0  4 10  1
 0  4 11  4
 0  1  5  1
 0  3  5  4
 0  2  8  4
 0  3  5  3
 0  2  9  3
 0  2 10  4
 0  2 11  1
 0  3  9  1
 0  1  8  4
 0  4  7  2
10 10 10  7
 5  7  8 10
 9  6 10  9
10  7 11  6
 8  9 10  9
 6  5  9  9
 8 11 11  7
 9  7  5  8
11  8  8  5
 6 11  6  5
 8  8  8  6
11  6 11  8
 5  6  6  7
 8  7  9  7
 6  7 10  9
 5 10  6  5
 7 11  8  6
 9  9 11 11
11  5 10  7
 8  6  9 11
10  9  7  5
 9  5  6 11
 6  6  9  7
10  9  7 10
 8  5  5  7
