 7          puzzle size (rows and columns)
 4   7      # border colours  # inside colours
Top Rgt Bot Lft
 0  3  1  0
 0  4  4  0
 0  2  3  0
 0  1  1  0
 0  3 11  2
 0  2  6  4
 0  2  7  3
 0  3 11  1
 0  4  9  4
 0  2  6  3
 0  2 11  1
 0  1  8  1
 0  1  9  4
 0  4  5  2
 0  4  9  3
 0  1  7  4
 0  4 10  2
 0  1  5  2
 0  3  5  3
 0  1 11  3
 0  2  6  2
 0  3  8  4
 0  4 11  1
 0  3 10  2
 8 10  7  6
 9  8 10  8
11  6  6 10
 7  7 10  8
 6  6  5 11
 8  6  8  5
10  9  6  7
 5  9  7  6
 9  9 11  6
 8 11  7  6
11  6  5 10
 7  8 10  8
 9  7  6  7
 5  9  9  5
 7 11 10  5
 5  7 10  8
10 11  8  6
 8  8  9 10
 7 11  5  7
10 11  8  9
 5  8  9  7
 6  5  8 11
 7  7  6  9
10  5  9  9
 5 10  9 11
