 7          puzzle size (rows and columns)
 4   7      # border colours  # inside colours
Top Rgt Bot Lft
 0  3  3  0
 0  4  3  0
 0  1  3  0
 0  2  2  0
 0  1  9  4
 0  3 11  2
 0  1  7  1
 0  4  5  4
 0  3 10  1
 0  4  7  2
 0  2 10  1
 0  1  5  4
 0  2 11  3
 0  4  6  3
 0  2  6  4
 0  4  9  1
 0  4  6  4
 0  1 11  1
 0  3  7  1
 0  3  7  4
 0  2  5  2
 0  3  5  2
 0  1  5  3
 0  2  9  2
10  9  8  9
10 11  6  5
 7  7  6  6
 6  5 10  9
 7  9  5 11
10  6  5  7
 7  6  9  8
 5  8  8  6
 8  9  8  6
 8 11 11 11
 9  5 10  7
 8  7  7  6
 9  8  6  5
11  9  6  9
 5 10  8  9
 5 11  7 10
 8  8  9 11
 6 10 10  9
11  7  7 10
11  9 10  7
 8 10  6 11
 8 11 11  8
 6  6  8  8
10  5  7  7
10  9  8  5
