 7          puzzle size (rows and columns)
 4   7      # border colours  # inside colours
Top Rgt Bot Lft
 0  3  2  0
 0  1  4  0
 0  4  4  0
 0  2  1  0
 0  3 11  2
 0  4  8  1
 0  4  8  4
 0  1 10  1
 0  1  8  3
 0  3  6  2
 0  2 11  4
 0  3 11  1
 0  1  5  2
 0  4  7  1
 0  3  8  4
 0  2  6  3
 0  1  7  3
 0  4 10  1
 0  4  7  3
 0  2  8  2
 0  2 10  3
 0  2  5  3
 0  1  5  4
 0  3  5  2
 7  5  9  7
 9  9  6 10
10 11  8 11
 8  8  9 10
 5 11  8  7
 7 10  5 10
11  9 10  9
 6 11  7  9
 8 10  9  8
 8  9  6  6
 6  9  7  7
10  8  8 11
 9  6  8  9
 7  6 10  7
 9 11  9  9
 5 10  5 11
 6  7  5 11
 6 11 11  6
 9 11  7  7
 5  7  6  5
10  6  7  8
 6  7  5  9
 8  9  5 10
 5  8  6  5
 6 10 11  6
