 7          puzzle size (rows and columns)
 4   7      # border colours  # inside colours
Top Rgt Bot Lft
 0  4  4  0
 0  2  2  0
 0  3  1  0
 0  3  4  0
 0  1  9  3
 0  1  8  2
 0  4  6  4
 0  1  8  4
 0  2  6  3
 0  1  6  2
 0  1  9  2
 0  4  5  2
 0  4 10  2
 0  4  9  3
 0  3 11  3
 0  3 10  1
 0  3  8  3
 0  2  6  4
 0  4 10  1
 0  3  5  1
 0  1  7  4
 0  2 11  3
 0  2  7  1
 0  2  9  1
11  9 10  6
10  8  6  7
 6  7  6  8
 7  9 10  5
10 10  8  7
 7  6 10  9
 6 11  5  7
 6 10 11  5
10  9 11  9
11  7  7  5
10  7  9 11
 8  5 11 10
 5  5  5  9
 7  8  8  8
 8  9  6  8
 6  5 10  5
 7  9 11  8
 7 10  6  6
 9  9  7  6
11 11  7  6
 8  5 11 11
11  6  5 10
 5  8  8  9
11  9  8  7
 5  8  7  9
