 7          puzzle size (rows and columns)
 4   7      # border colours  # inside colours
Top Rgt Bot Lft
 0  4  4  0
 0  3  3  0
 0  4  3  0
 0  2  2  0
 0  3  7  3
 0  4 10  4
 0  1 10  1
 0  1  7  1
 0  4  8  1
 0  2  8  1
 0  1  9  2
 0  1  7  3
 0  2  7  4
 0  3  5  2
 0  3  9  2
 0  1 11  1
 0  2 10  1
 0  2  5  4
 0  3 10  4
 0  4 11  4
 0  4  9  3
 0  3  7  2
 0  1 10  3
 0  2  6  2
11 11  7  7
 5  9  6  8
 8  9  8 11
 7  6 11  8
11  9  9  6
 5  7 10  5
10 11  5  6
11  5  7 11
 7  8  8  9
 8 10  5  9
 9  8  5  9
 6  8 10  9
 9  5  8 10
11  9 11  8
10  6  6  6
11  8  7 11
10  9  8  6
 8  7  6  8
 6  6 11 10
 6  6  5 10
10  6  9  8
 6 10  7  5
 7  7 11  9
 5  9  6  5
 5  5  7  7
