 7          puzzle size (rows and columns)
 4   7      # border colours  # inside colours
Top Rgt Bot Lft
 0  4  1  0
 0  3  3  0
 0  4  2  0
 0  3  1  0
 0  4  8  3
 0  2 11  3
 0  3  7  3
 0  1  7  2
 0  1 10  1
 0  4  5  4
 0  2  7  4
 0  3 11  2
 0  3 10  2
 0  2  5  1
 0  2 10  1
 0  2  5  4
 0  1  8  2
 0  3  8  4
 0  4  8  1
 0  2  9  3
 0  1  9  4
 0  1  6  3
 0  4 10  2
 0  1  8  4
 8  8  8 10
11  7  7  9
10  8  5  7
 5  6  9  9
 8  6  5  6
 9  7  7  8
 7  8  5  5
 7  7  6  9
 5 10 10  7
11  9  9  6
 9  6 11  6
 9  9  7  9
 5  9  5 10
11  7 11 10
11  5 11  8
10 11 11  6
 7  6  9  6
 5  6  5 10
 5 10 11  6
11 10  7 10
11  6 11  8
 6  6  8  6
 9 10  8  7
11  9  8  8
 7  6  5  9
