 7          puzzle size (rows and columns)
 4   7      # border colours  # inside colours
Top Rgt Bot Lft
 0  3  3  0
 0  4  4  0
 0  4  2  0
 0  1  2  0
 0  4  7  2
 0  3  6  1
 0  2  6  1
 0  4  7  1
 0  1 11  2
 0  3  5  4
 0  1  7  3
 0  3 10  4
 0  3  6  4
 0  2 10  3
 0  3 11  2
 0  2  6  3
 0  2  5  4
 0  1  5  3
 0  2  5  1
 0  4  8  2
 0  1  8  3
 0  2  8  4
 0  1  8  1
 0  4  9  1
 8 11  6  8
 7  8  7  5
 8  9 11 10
 9  5  7  9
10  6 10  9
 9 11  9  7
 8 10 11 11
 6  7  9 11
10 10  7  5
 7  5  5  6
 9 10 11  6
 9  9  6 10
11  7  8  9
 9  9  8  6
 8  8 10  7
 6 10  8  5
 7  9 11 10
11  5 10  7
 8  6  7  9
 5  6  9  7
 5  7  6 10
11  8  9  6
11  5  8 11
11  5  8 10
 5  7  6  6
