 7          puzzle size (rows and columns)
 4   7      # border colours  # inside colours
Top Rgt Bot Lft
 0  3  3  0
 0  1  1  0
 0  2  2  0
 0  4  2  0
 0  3  7  3
 0  2 11  3
 0  1  9  2
 0  1  7  2
 0  2  6  4
 0  3  9  1
 0  4  5  2
 0  2  8  1
 0  1 11  3
 0  2  5  3
 0  3  8  1
 0  1 10  2
 0  1 10  4
 0  3  6  4
 0  3  8  4
 0  2  9  1
 0  4  9  1
 0  4 10  3
 0  4  7  4
 0  4 11  4
10 11  9  8
 6  9  5  5
 6  7  8  6
 8 11 10 10
10  6  7  8
 9  9  6  5
 5  8  5  7
 5  8  7 10
10  8  6  9
 6  5 10 11
 5 10  8 11
10  9 11 11
 9 11  5 10
 9  5  5  9
11  9  7  7
 8 11  6  8
 7  7 10  6
11  6 11  8
 8  6  6  6
 6  7  9  9
 5  9 10  5
 5  7  8  9
 7  7 11  7
 7  6  8 11
 8 10  7  6
