 7          puzzle size (rows and columns)
 4   7      # border colours  # inside colours
Top Rgt Bot Lft
 0  3  3  0
 0  1  1  0
 0  2  4  0
 0  1  2  0
 0  2  9  1
 0  4  5  1
 0  2 11  4
 0  1  5  4
 0  4  7  1
 0  4  6  4
 0  3  5  2
 0  2 10  2
 0  2 11  3
 0  1  9  1
 0  3 11  1
 0  3 10  3
 0  1  6  2
 0  3  8  2
 0  3  8  3
 0  4  7  3
 0  1 10  2
 0  4 10  3
 0  4  8  4
 0  2  8  4
 7  9 11 10
 8  9 11  8
 6  9 11  8
 6  5 10  7
 7  6  9  7
 6  9  5  8
11 10  5  9
 5  7  6  6
 6  8 10  9
11  8 10  8
 9  5  6  7
 9 10  7  5
 5 11 10  6
11  6  9  9
 9  8  6 11
 7 10  6  6
10  7  8  7
10 11  5  6
 5  9  9 11
10  6  7  9
 7  8  7 11
 5  6 11 10
 9  5  7  8
 8  7  5  8
 7  8 11  5
