 7          puzzle size (rows and columns)
 4   7      # border colours  # inside colours
Top Rgt Bot Lft
 0  1  2  0
 0  4  4  0
 0  2  2  0
 0  1  4  0
 0  2  7  1
 0  1 10  2
 0  2 11  1
 0  3  9  1
 0  3  5  3
 0  3 11  4
 0  3 10  3
 0  2  7  4
 0  2  7  3
 0  1  6  4
 0  2  9  1
 0  4  6  1
 0  4  8  3
 0  1 11  4
 0  3  8  2
 0  4 10  1
 0  4  6  3
 0  3 11  3
 0  1  6  2
 0  4  5  2
10 10  8  7
 6  6 10 10
 6  5  6  6
 9 11  9  9
 7  7  7  9
 9 10 10  8
10 11 11  7
 7  8  8  7
 6  5  9 10
 5  7 11  8
11  7  8  9
 8  9  8  8
10  6  9 10
 7  9  6  5
 7  6  7  5
 6  9  5  8
 8  8  6 10
 8 11  6  5
11 10  9 11
 9  8  7  5
11  9  5  5
11  6  9 10
 5  5  6 11
 5  5 11  7
 9  8  8  7
