 7          puzzle size (rows and columns)
 4   7      # border colours  # inside colours
Top Rgt Bot Lft
 0  4  1  0
 0  3  4  0
 0  2  1  0
 0  3  1  0
 0  1 10  2
 0  1  6  3
 0  4  7  2
 0  4 10  2
 0  3  9  2
 0  2  8  3
 0  3 11  4
 0  1  8  1
 0  1  5  4
 0  1  6  2
 0  4  5  1
 0  2  7  1
 0  3 10  3
 0  2 11  3
 0  3  9  3
 0  2  8  4
 0  1  8  2
 0  4  8  3
 0  4  5  4
 0  2  5  4
 7 10  6 11
 7 11  7 10
 9  8  8  8
10 11  9  6
 5  8  9 11
 5  8  7 11
 9  7  8  5
 9  5  5  7
 9  9  5 10
 7  6  6  6
 6  9  9 11
 5 10  6  6
 6  6  9  8
 9  5 10  8
 6  7  7  7
11 11  7 10
 7 10  9  5
 8 10 11  5
 9  7  5 10
11  6 11  8
10  8 10  7
 7  5  6  9
 6  6  7  9
 8 11 11  6
10  8  9 11
