 7          puzzle size (rows and columns)
 4   7      # border colours  # inside colours
Top Rgt Bot Lft
 0  3  3  0
 0  3  4  0
 0  1  2  0
 0  2  4  0
 0  3  6  4
 0  4 11  3
 0  1  6  4
 0  4  9  1
 0  2  8  1
 0  1  5  2
 0  1  5  3
 0  2  9  1
 0  4 11  4
 0  4  8  1
 0  2  7  3
 0  2  9  2
 0  1  7  3
 0  3  5  3
 0  3 11  2
 0  1  5  1
 0  4 10  2
 0  4  8  2
 0  2  5  4
 0  3 10  1
 6  8  7  8
 9  7  5  9
 8  9  6  9
 6  9 10  9
 7  9 11  6
11  6 11  7
 7 11 11  9
10  5  8  5
10  9  6 10
 7  7  8 10
 5  6  7  5
 8  9 10  9
 6 11 10  8
 8  5  5 10
11 10  5  9
11 10 11  6
10  6  9 11
 7  8  7  7
10 10  7  8
 5  9  7  6
 5  6  5 10
11  9  8  6
 8  6  6  7
 7  8  8 11
 8 11  7  6
