 7          puzzle size (rows and columns)
 4   7      # border colours  # inside colours
Top Rgt Bot Lft
 0  2  3  0
 0  3  2  0
 0  4  4  0
 0  4  1  0
 0  2  8  4
 0  1  6  4
 0  2 11  2
 0  1  5  1
 0  3  9  2
 0  2  5  3
 0  1  8  3
 0  1  5  2
 0  4  6  4
 0  2  6  4
 0  2 10  3
 0  1  8  1
 0  3 10  1
 0  1  7  1
 0  4  6  3
 0  3  8  2
 0  4  6  1
 0  3  5  2
 0  3  9  3
 0  4  5  4
 7  8  9  9
 8  6  9  8
10  6  5  7
 5  9 10  6
 7  7  6  9
11  7  8  9
 6  9  8  9
 8  6 11  5
 5  8 10 11
10 11  8 11
11  6  6  6
 9  7 11 10
10  7 10  5
 8  5  7 11
 6  5 10  9
10 11  7  7
 9  6  6  7
10  7  5 11
11 11  7  5
 9 10  8 10
 8  9 10  8
 6  7 11 11
 7  9  5  7
 9  5  9  8
 8 11 10  7
