 7          puzzle size (rows and columns)
 4   7      # border colours  # inside colours
Top Rgt Bot Lft
 0  4  1  0
 0  2  3  0
 0  1  3  0
 0  4  2  0
 0  3 10  3
 0  2  9  3
 0  3  6  1
 0  4  7  3
 0  1 10  4
 0  3 11  4
 0  1  5  4
 0  2  6  4
 0  3 11  1
 0  1  5  2
 0  4  9  2
 0  4  9  3
 0  2 10  4
 0  1 11  2
 0  4  7  1
 0  3  5  1
 0  2  7  2
 0  2  5  1
 0  3  9  2
 0  1  9  4
 8 10  5  5
10 11  5 10
 5  7  5  6
 8  5  8  9
10 11  7  8
 5  6 10  6
 7  7  8  7
 6 10  8 10
 8  8 11  8
 7  9  9 10
 5  6  7  6
 5  9  8 10
 7 10  6  9
 8  6  6  6
 9  8  5 11
 6  8  6  7
11  9 10 11
11 11  5  7
10  9 11  9
 8 11 11  8
11  6  8  7
 8  7  7  6
 6  7  7  9
 6  9  8  9
11 10  5  9
