 7          puzzle size (rows and columns)
 4   7      # border colours  # inside colours
Top Rgt Bot Lft
 0  3  4  0
 0  4  2  0
 0  1  3  0
 0  3  1  0
 0  1 10  1
 0  4  7  1
 0  3  5  3
 0  1  8  4
 0  4  6  3
 0  2  7  2
 0  3 11  4
 0  2  9  3
 0  3  6  2
 0  1  6  4
 0  4  7  3
 0  1 10  2
 0  3  7  2
 0  2  7  3
 0  2  5  1
 0  1  7  2
 0  4  5  1
 0  4  8  4
 0  2  6  1
 0  2 11  4
10  8  6  5
 6  6  9 11
 5 11  7  9
10  5  9 11
 9  5 10  5
 9  7  6  7
 9  8 11  8
 9  8  7  5
10 11  6  7
10  6 11  5
 6  8  5  8
11  5 11  9
 7 11 10  8
 7 10 11  8
11  9 10 11
11  5 10  5
 6  9  9 11
 6  7  8  8
 8 10 10  8
10  5  6  5
10  9  7  6
 6  8  9  9
 9  8  6 10
 7  7  8  8
 9  7  9  6
