 7          puzzle size (rows and columns)
 4   7      # border colours  # inside colours
Top Rgt Bot Lft
 0  2  3  0
 0  3  4  0
 0  4  2  0
 0  2  4  0
 0  4  5  1
 0  2  9  2
 0  1 10  3
 0  1  7  2
 0  3 11  1
 0  4 10  4
 0  3  9  2
 0  2 10  1
 0  1  9  2
 0  1 11  4
 0  4  6  4
 0  1 10  1
 0  4  7  2
 0  4  6  3
 0  3  6  1
 0  2  8  1
 0  3  7  3
 0  3  5  3
 0  1  6  4
 0  2  8  3
 8  6 10 10
 7  5 11  7
 5  8  7  6
 9 11  5  5
 9  5  9  9
 6 11  5  9
 5  8  6 11
11  7  6 11
11  5  6  5
 7  5  8  5
 6  9  9 10
 7 10  5  8
 7  8 11  6
10 10  7  8
 9  8  9  7
 6  9 10  7
 9  6  5 10
 5 10  6  8
11  7 11  8
10  6  7 10
11  8  6 11
 7 10  9  8
11  8  9  8
 9  7  7  9
 6  8 11  8
