 7          puzzle size (rows and columns)
 4   7      # border colours  # inside colours
Top Rgt Bot Lft
 0  3  3  0
 0  1  3  0
 0  3  2  0
 0  2  2  0
 0  2  6  2
 0  4 10  4
 0  2  9  3
 0  4 11  1
 0  2 11  2
 0  3  9  1
 0  1  5  1
 0  4  6  1
 0  1  8  4
 0  2  6  4
 0  1 11  1
 0  1 11  3
 0  4  9  4
 0  3  6  4
 0  3  8  3
 0  4  5  3
 0  1  9  2
 0  3  7  2
 0  2  7  4
 0  4  8  1
 6  7  5  7
 6  5 10 10
 6  5 10  8
10  5 11 11
11  6  7 10
 7  7  6 10
 6  8 11  7
 5  8  6  9
11  8  8  7
 7  9  9  7
11  6  6  9
 9  9  9  5
 7 10  7  5
 5  7 10  5
11 10  8  5
 5  9  9  6
 8  9 10  8
10 10  6  8
11  7  5  9
10 10 11  8
 8  8  8  9
11  7 11 10
 8  8  6  7
 9 11  5  7
 6  6  5  9
