 7          puzzle size (rows and columns)
 4   7      # border colours  # inside colours
Top Rgt Bot Lft
 0  4  4  0
 0  4  1  0
 0  2  3  0
 0  3  4  0
 0  2  7  2
 0  1  9  1
 0  4  6  4
 0  3  7  2
 0  4 10  1
 0  1  5  4
 0  2 10  4
 0  2  7  4
 0  4 10  3
 0  1  9  3
 0  3  5  2
 0  2  5  3
 0  3  6  1
 0  1  6  2
 0  3  5  1
 0  3  9  2
 0  1  7  2
 0  1  8  3
 0  2  9  3
 0  4 11  1
11  9 10  6
 6  7 10 10
 9 11  9  7
11  7  8 10
 9  5 10  9
 6  6  9  6
 8  8 11  7
 8 11  5  8
 9  5  8  7
10 11  7 11
11 11  9  6
10  7  6  8
 5 10  7 11
 5  8  6  9
 7 10  5  8
 8 11  8  5
 8 10  5  7
 6  6 11  6
 7 10 11 11
 8  9  5 10
 9  6  6  8
 9  8  7  9
 5  9  8 11
 6  7  6  5
 7  5  8 10
