 7          puzzle size (rows and columns)
 4   7      # border colours  # inside colours
Top Rgt Bot Lft
 0  4  2  0
 0  2  1  0
 0  2  4  0
 0  1  2  0
 0  2 11  1
 0  4  8  3
 0  3 10  1
 0  1 10  2
 0  3 11  3
 0  1  8  4
 0  4  5  1
 0  3  9  3
 0  1 11  2
 0  2  5  3
 0  1  8  2
 0  3  5  4
 0  3 10  4
 0  2  7  3
 0  1 11  1
 0  3  7  3
 0  4  9  2
 0  4  9  1
 0  2  7  4
 0  4  5  4
10  8  9  9
 9 11  6  6
 6 11  5  8
10 10  6  7
 8 10  9 11
 5  7 10 10
 9  7  5  7
 7  7  5  6
 8  6  5  8
 6  6  7  8
10  5  9  6
11 11  9  8
 9  5  6  6
 8  9  6  5
 6 10 11  6
 6  5 10 10
11  8  8  9
 7  6 10  5
 7  8  7  7
11  9  7  7
 9  8 11  8
 9  7  8  5
 9 11  7 11
10  6  9  5
 8  6 10 11
